,tokenID,name,image,animation_url,pot,pet,bark,leaves,fruit,numberOfFruit,groundCover,background
33,4134,Bonsai #4134,https://ipfs.io/ipfs/QmewJPBXeaiFmPx2fQUzoxRw5nYvZQPRy6jeu8K63ZZSe6,https://ipfs.io/ipfs/QmSSZTUfyRmonyvS1Rw8FYNnMYvzZQjZqDF4tiq2aDQwJv,Sunset Clay,Bamboo,Elm,Momo Maple,Old Seed,10,grass,day
34,4135,Bonsai #4135,https://ipfs.io/ipfs/QmQ9QQQGKpXoGkwas6ZPQwgBtBmmAYxRXNMaaVaHZYst8R,https://ipfs.io/ipfs/QmfBH2uvdi75eNbpezVEuTHTZvFKnsZUb6Vg9eZJpZUoQg,Aged Terra Cotta,Mantis,Wenge,Sakura,None,0,grass,day
35,4136,Bonsai #4136,https://ipfs.io/ipfs/QmXtpydKmvQogLgY2ywBDD6fvtGmSTm95GjUNifFrn4a9j,https://ipfs.io/ipfs/QmWbNnoK3jFJDNtaJqTKfsjJgCFeLL4qxkdMGWua3zCVJX,Red Terra Cotta,Magpie,Wenge,Sakura,Cherry,14,grass,day
36,4137,Bonsai #4137,https://ipfs.io/ipfs/QmVg9sC2gdRmXDXS1NuHcav1sR37e86H8bCdtvNGSJwev3,https://ipfs.io/ipfs/QmZqMZp8sFdt6zPdN8AUcue59pX7e5s33NKxi5E9jneFtX,Sunset Clay,None,Yakisugi,Summer Elm,Young Seed,11,None,day
37,4138,Bonsai #4138,https://ipfs.io/ipfs/QmVhbnWv8SE46x6bWqcsxYGLhidhSG3Wcb2qZv1uhj6JBq,https://ipfs.io/ipfs/QmPD87ZuH7tg7L6cWdDxj6mkHXkWzMojkY3FXSpVfWAyYF,Aged Terra Cotta,Mantis,Wenge,Summer Simple,Yakisugi Apple,9,rock,night
38,4139,Bonsai #4139,https://ipfs.io/ipfs/QmQ1SsNCGHvTwi87co9M5EzHSqLCiFm76YDEgcCPGnLqrQ,https://ipfs.io/ipfs/QmUjAJtBr1KJzxvtgpHBk4zxHgSPig3xW6M6NLg464aBCz,Modern Ash,None,Birch,Red Maple,Lime,10,None,night
39,4140,Bonsai #4140,https://ipfs.io/ipfs/Qma4RuR1Hcdb3HJBRRcQB5tnyYxXATrhPjALW4YJsYyEZs,https://ipfs.io/ipfs/QmVE5vUHXAgZLdBfZLoXvc76J5yiQB37v7jq6d1JDmd1vn,Midnight Clay,Bamboo,Yakisugi,Momo Maple,Lime,10,None,day
40,4141,Bonsai #4141,https://ipfs.io/ipfs/QmP7JdcBR1U7X4rpLr8RrzZjgYqXUNRLDY2Tx6V7PKEAr7,https://ipfs.io/ipfs/QmX4NBZ1WQDQKiRZqyZAwgBzDpokrYd5WxNfZQe7mHeGQ4,Aged Terra Cotta,Bamboo,Elm,Sakura,None,0,rock,night
41,4142,Bonsai #4142,https://ipfs.io/ipfs/QmaqvwJKkiRv3sCs61DUQggJFgNp37gBqbnX6ikkv68eUd,https://ipfs.io/ipfs/QmVCy2cUzvtNXuK3PUyUgVq7ZeEZAriUdhyPxnSiHfzDsE,Aged Terra Cotta,Magpie,Cedar,Fall Simple,Lime,8,hydrangea,day
42,4143,Bonsai #4143,https://ipfs.io/ipfs/QmSyc4QzmpQKHzhzsYWFCLHKB2uWuJBMJJvrEhjVo5i8FU,https://ipfs.io/ipfs/QmcjzznoxRwU5bQdb7iAjVGJZYyxmscAtiWz5HoMRjcT7B,Yellow Plastic,Magpie,Ancient,Red Maple,None,0,None,day
43,4144,Bonsai #4144,https://ipfs.io/ipfs/QmT2zWRatCmYHhwRffnDxorcSnMq99ktb9aKMESmfX3Wbe,https://ipfs.io/ipfs/QmfDDVKAQcxGdEWiBZeYKQHbdkG9dRxqPKfsgZx18aB3ht,Blue Plastic,Bamboo,Elm,Summer Elm,None,0,rock,night
44,4145,Bonsai #4145,https://ipfs.io/ipfs/QmbEjdJ9h25aNvEBARnNyjEuyTsKAA4uNDH3CjkJYy8bNc,https://ipfs.io/ipfs/QmT3dWtzciMrBJBEE5tUfK43AgcERRiRffX9UdH8A2Z2yp,Green Plastic,Magpie,Birch,Summer Simple,Mutsu Apple,7,rock,night
45,4146,Bonsai #4146,https://ipfs.io/ipfs/QmfWA2M7aKUYiqsEkc13cXKTxZ5nnYFsQimmqECLoXpERJ,https://ipfs.io/ipfs/QmParWiDrzUJrA1B8gGFy2RbS4sBHwHfNFUTFrjtQi2FXh,Sunset Clay,Mantis,Elm,Sakura,None,0,rock,day
46,4147,Bonsai #4147,https://ipfs.io/ipfs/QmdAvBNoAHEBJUcjiMVSNvE76fnRMypZS3P8ixSWvZQ75V,https://ipfs.io/ipfs/QmWYdH9RMV87evGWitqNixN6jARen5kFbsw9LtvSar2E3D,Elder Realm,Mantis,Golden,Fall Simple,Cherry,13,None,Space
47,4148,Bonsai #4148,https://ipfs.io/ipfs/QmYtrGhTnr7iqQ9kxDtvaowjdejmvPGAKQhXRYzHvXQB3Q,https://ipfs.io/ipfs/QmTT76mSWcuqVmjgcSoBek5nR32pBX1J12nAD3Voxheh9P,Emperor's Heirloom,Robin,Elm,Red Maple,Lime,15,None,night
48,4149,Bonsai #4149,https://ipfs.io/ipfs/Qmf2p4bk5kg9ep1dU4taruoNVJhqFMetkMffF8U9g9PiAf,https://ipfs.io/ipfs/QmQRNhvSYTV5MPSgpGhDxoJgUAuosQu7EkgCwoiG3nncC8,Sunrise Clay,None,Golden,Summer Elm,None,0,crystal,night
49,4150,Bonsai #4150,https://ipfs.io/ipfs/QmRs3euEchDJUWnM7jGeXRmmZaNqmB9WW1H999VSxiGFcr,https://ipfs.io/ipfs/QmXZVYyfRst8uXAByTFpmMF9GVgsHfS8FNett6eahaZUXr,Blue Plastic,Mantis,Cedar,Summer Elm,None,0,None,day
50,4151,Bonsai #4151,https://ipfs.io/ipfs/QmcDDkdTpaFLR2prDCVwXjYDvUmgEiU5Lu15R81vimuJpe,https://ipfs.io/ipfs/QmdgiPUqeFTEQK8NC6EZodpDhrPaL7yRdckRUQxrjqSb6k,Sunrise Clay,Mantis,Elm,Fall Simple,Old Seed,14,kerria,night
51,4152,Bonsai #4152,https://ipfs.io/ipfs/QmQDnbkRw3DHpsJgZeL46CPqtWAaBmKo3eJtKSHFeaXQ9E,https://ipfs.io/ipfs/QmPKtgGR7hQZH7qutRqiUwRkSNWWDwnxAjPvZwZaNMEh8S,White Porcelain,Golden Mantis,Elm,Winter Elm,None,0,grass,day
52,4153,Bonsai #4153,https://ipfs.io/ipfs/QmeZCyQXcqn9Aj1ean3trkicq7TUoAFa6u7RjxAUUKePvF,https://ipfs.io/ipfs/QmWcXk7A628ThgGvg3M6hvoAZRcZs5yk5UGtQopHeXFeyB,Blue Porcelain,None,Ancient,Yakisugi Maple,Young Seed,16,None,day
53,4154,Bonsai #4154,https://ipfs.io/ipfs/Qmc66ZtgRWtLLjWKCFo7GVhfGUN6zheXEX2k4jEJDGCCas,https://ipfs.io/ipfs/QmSm9AzYL5Vtey2TncnT5yefKE7MJQudsjQjYX4ohdyWc4,Sunset Clay,Bamboo,Golden,Fall Simple,None,0,rock,day
54,4155,Bonsai #4155,https://ipfs.io/ipfs/QmdNfSayAaZDrMvuDN76bzaajM2KxAdNH4d3QMDtY4zwPw,https://ipfs.io/ipfs/QmatxjRz14kg3ZcTAqiLkR45qCFfTowuJKcMbatRJKk1xy,Aged Terra Cotta,None,Golden,Fall Simple,None,0,hydrangea,day
55,4156,Bonsai #4156,https://ipfs.io/ipfs/QmZbXS11ZZLUSofYjPHRY2pFGqpi4pzQYBYfnDphGMAKx9,https://ipfs.io/ipfs/QmNVxYgMZ2WhqskxuWEYL5nU1ADit6YTUjV51eaCXty1yd,Sunset Clay,Mantis,Birch,Summer Simple,Peach,8,hydrangea,day
56,4157,Bonsai #4157,https://ipfs.io/ipfs/QmTthNvkQEuhhfSXdf95DCyBsufRZ1B5pzWjyP5GGXvQaw,https://ipfs.io/ipfs/QmfKD3FZTPm9EvLHp6z2Si6PFGixkPBbUUj4yPVrmjebNR,Yellow Plastic,Magpie,Wenge,Momo Maple,Yakisugi Apple,10,None,night
57,4158,Bonsai #4158,https://ipfs.io/ipfs/QmXERz2xYR14zUxpSQmMPWUpxQxN5bVYLG5umKrSXmQPce,https://ipfs.io/ipfs/QmXorknZUrkUviWdwm4RqB8EwqSZXhdRj3NwTCWNu1bKLQ,Modern Ash,None,Ancient,Sakura,Lemon,13,rock,night
58,4159,Bonsai #4159,https://ipfs.io/ipfs/QmUuZW8b3N2kH2TUUzEJsRB4PyS3xRPtUUQq4ptjgsFRxX,https://ipfs.io/ipfs/QmXvDHFyRNufdwvc6G4N9obykACh38GSLT3B4eK6yQLBiK,Aged Terra Cotta,Bamboo,Birch,Yakisugi Maple,Golden Apple,10,hydrangea,day
59,4160,Bonsai #4160,https://ipfs.io/ipfs/QmTWvAhfBSJppjbC99aQM7c7sGSS3WaSFK3GNLunKDtFeH,https://ipfs.io/ipfs/QmX9uLyFfQ1PMnSQd9GFwj9B9qfnxK3Ev3Un84srggY46a,Red Terra Cotta,None,Golden,Red Maple,Young Seed,10,rock,night
60,4161,Bonsai #4161,https://ipfs.io/ipfs/Qmaq4Sma2vf5de4p9MnTzkX4z3abipR21mn7n3cPSwPxED,https://ipfs.io/ipfs/QmXp9PgyDL2chmG1pJDYVbHVwZdCveJvtY1X1reEke5t5g,Blue Plastic,Mantis,Yakisugi,Momo Maple,None,0,grass,day
61,4162,Bonsai #4162,https://ipfs.io/ipfs/Qmc7NK2V6Sr8PBFDhZfSRF8dN98xeHjzZ4FD1AAyfzwKMV,https://ipfs.io/ipfs/QmQzTRvM7FdYAVmKSXe4jHycE6WeMEcyviDENvNiYW6zJw,Sunrise Clay,None,Golden,Yakisugi Maple,None,0,kerria,night
62,4163,Bonsai #4163,https://ipfs.io/ipfs/Qma8okuPs5yEdopkgtuB1CnWqCkW4NaJ8CyutJSgLfMq35,https://ipfs.io/ipfs/QmP194XyMBdDWmuE9w6hdt91HEUuYv8o7Ar3GnmzCEUbyV,Red Terra Cotta,None,Wenge,Red Maple,Old Seed,15,None,night
63,4164,Bonsai #4164,https://ipfs.io/ipfs/QmNiauJ9T9to9Jrn9KTPNHPretFKjY9JiBXrjgts1CQiX5,https://ipfs.io/ipfs/QmRebuiAvka1NAJmBE6xWTUuFPUYWhYZmdoUXL13X6dSdz,Sunrise Clay,None,Wenge,Summer Elm,Young Seed,11,None,day
64,4165,Bonsai #4165,https://ipfs.io/ipfs/QmXsRVKkEbtsU8qd6mjmvpERoj37wei3dcVuzPfZW1bQkX,https://ipfs.io/ipfs/QmQVkWNwVPaVnNmhkXGVsmoky6SRN7WNDUQAReTPFmwEfK,White Porcelain,Magpie,Elm,Summer Elm,Persimmon,12,rock,day
65,4166,Bonsai #4166,https://ipfs.io/ipfs/QmSJFZak2QehjsVs4ieqTrPa4CFX8zZWQuSUfuKzHHXAau,https://ipfs.io/ipfs/QmcPQeuQsufQE5BA5go2zZ392ewoNytobPQmch81W8cAQK,Red Terra Cotta,Mantis,Golden,Sakura,None,0,rock,day
66,4167,Bonsai #4167,https://ipfs.io/ipfs/QmNWtEfY3aKqsR1W1ZMApC51464ngLf6KxA6zgiEAv1ivM,https://ipfs.io/ipfs/QmbhRQvf2rGEAiib8NXsFMLvAgfWLNyGpUFKdRVnWprmPF,White Porcelain,Magpie,Golden,Sakura,None,0,kerria,night
67,4168,Bonsai #4168,https://ipfs.io/ipfs/QmbV37ajpenrEorXRMFQAB68CjfTV6EYxBsRXoTjQ7B16A,https://ipfs.io/ipfs/QmV5kq1FfT1sj4FhkofPx9ZJSvQtrFgSGcfA8XKd8Xosdx,Red Terra Cotta,Bamboo,Birch,Momo Maple,Mutsu Apple,7,rock,night
68,4169,Bonsai #4169,https://ipfs.io/ipfs/QmUxLt4nMAHxccrC6AUo4cHZrxbgsaxgpFRWwYfdcUm5Cb,https://ipfs.io/ipfs/QmcwCqi3qAERpwxNMAxK6pQkzmRHp9L4aLMaSKByGu3WU7,Blue Plastic,Bamboo,Golden,Momo Maple,None,0,None,day
69,4170,Bonsai #4170,https://ipfs.io/ipfs/QmYP1BRJWkDotkRDinngQXVys1hRCSdtHriwKh52Cq4sDm,https://ipfs.io/ipfs/QmRLrT1YSSTmQUzJe9Q6BeFMS7hpZQT9A433iUqyF5hLxm,Red Plastic,Bamboo,Elm,Yakisugi Maple,Lime,9,grass,day
70,4171,Bonsai #4171,https://ipfs.io/ipfs/QmXyJmnHMjCn19qu6VuxyAtEHLhaHkr82w6bZE1B4vqn3c,https://ipfs.io/ipfs/QmdpC5pWLHUiCRNTyvnCBcaxRgx7S3wHNYtFhbzYGGN7F5,Modern White,Mantis,Elm,Red Maple,None,0,None,day
71,4172,Bonsai #4172,https://ipfs.io/ipfs/QmUB1aD9dSgk5Gehq9B8pR1PoDt3eb9ko9ZcitBjP9V1GT,https://ipfs.io/ipfs/QmNSfBdEYVHpTjqiSvBvMZEPjNMhvWkMKJTXDjycf7QMr1,Modern Ash,Mantis,Elm,Red Maple,None,0,None,night
72,4173,Bonsai #4173,https://ipfs.io/ipfs/QmS8RmjH1kGrtWrWxvG5AQg7jsuSy28Ku7hLfNG2eVEofu,https://ipfs.io/ipfs/QmahqSPiPSZsqTusq2qzET96t1saU2cdqzDZxF4m44coPV,Midnight Clay,Bamboo,Wenge,Yakisugi Maple,Old Seed,9,None,day
73,4174,Bonsai #4174,https://ipfs.io/ipfs/QmSezbDFxGTkuxxwn1mWo3HKeqtfUSEgT8oRxTZ7e85ecM,https://ipfs.io/ipfs/QmdiFEagfZKCyiURaeZvB6LMqCCYL6xEWxXxXmaAFhcwUo,Blue Plastic,Robin,Ancient,Yakisugi Maple,None,0,crystal,night
74,4175,Bonsai #4175,https://ipfs.io/ipfs/QmcmzXWhJ6v6kBbF1xiGR9DHu5jzTM8UcPpyDWfbwaGo8q,https://ipfs.io/ipfs/QmYsfQk42kV9AvWm2fPbNppmMXS5rvaqvMSECNwG28Mdoy,Green Plastic,Bamboo,Elm,Summer Elm,None,0,kerria,night
75,4176,Bonsai #4176,https://ipfs.io/ipfs/QmNhLBXqaVnSUfMF6Qruse9hoHHvkgqgN6rk61mNMnayF5,https://ipfs.io/ipfs/QmdErMPm7RZEaRX89GXK3YbpEWFxnxRuSzu34YBrvHxNG4,White Porcelain,Robin,Elm,Fall Simple,Old Seed,6,rock,night
76,4177,Bonsai #4177,https://ipfs.io/ipfs/QmZtBPZUyk6p6z2jY4FaRFswt6QPzZVmPbEUv9opwCkvty,https://ipfs.io/ipfs/QmZP17NdwwXtWffRMCcffhM5rzeot7jNvV2ETcXia13SaX,Green Plastic,Bamboo,Cedar,Red Maple,None,0,grass,day
77,4178,Bonsai #4178,https://ipfs.io/ipfs/QmYMAFT1G4fFBiwj5CHrz7vLVDvXnLRQ6ppAEjaABdiLM2,https://ipfs.io/ipfs/QmS5exWuXXktxspKFid38UBy2D94NB4JGYGRV6Pcb86SCa,Emperor's Heirloom,Bamboo,Wenge,Summer Elm,Lime,14,None,day
78,4179,Bonsai #4179,https://ipfs.io/ipfs/QmWfRDmor4NScErWMkC9cpJjZ27xM3DK6zcyzxvMTuQ3Wv,https://ipfs.io/ipfs/QmUSaRJa5TAiDL3GbjtPZhdCwRM1dnp3dDnS74UYiBda5P,Ancient Realm,Robin,Yakisugi,Yakisugi Maple,None,0,None,Space
79,4180,Bonsai #4180,https://ipfs.io/ipfs/QmSjXfcWTKmtpVV4HT9RFTYH1VapuSRJjmyRHYZZWwTZPg,https://ipfs.io/ipfs/QmQjNV9ZRhAAWTH1tbmAUHb2oRgmKf7ga5KbjaakccbA8B,Sunset Clay,Mantis,Wenge,Momo Maple,None,0,rock,day
80,4181,Bonsai #4181,https://ipfs.io/ipfs/QmfYSSMoWqztjf3VoVTQHSiWZxpc38xHpfKYFvxt6AxUd5,https://ipfs.io/ipfs/QmaFzkUAE2KrMhoBBNw3UAXGQbZSbwMCdCzoAZARMvWFNb,Blue Plastic,Magpie,Elm,Red Maple,None,0,None,night
81,4182,Bonsai #4182,https://ipfs.io/ipfs/QmPC9sMP6Eh6JbU8d8Fu2ftZmBemR1xTwhNA9z5bzKTeAL,https://ipfs.io/ipfs/QmVM6kmhtce4XV9BZXkJs28n9ZoqGsrti7N3RyWRLwbvEB,Red Terra Cotta,None,Wenge,Momo Maple,None,0,rock,day
82,4183,Bonsai #4183,https://ipfs.io/ipfs/QmWhMTA9y96dbAFyk4n1TefeSEEatZqPwKxEaQQuGJLFxJ,https://ipfs.io/ipfs/QmQXEJUwk4vZo6xUhwKNRwR6EXYJMrn6igcqQQtMssvLq7,Yellow Plastic,Magpie,Elm,Summer Simple,None,0,rock,night
83,4184,Bonsai #4184,https://ipfs.io/ipfs/QmRq29hJHyjhRq1ctHQcSMZCiYNoqVSaZHbRYRbWgBREP6,https://ipfs.io/ipfs/QmYwuXsk61yaFwvtbHsEBKWrYCbUcHjjmf7P3cjbdFk81H,Yellow Plastic,Mantis,Cedar,Fall Simple,None,0,None,night
84,4185,Bonsai #4185,https://ipfs.io/ipfs/QmX9QSHzu9Qk5Cx1WJBp7wFd2ZWXEqz7A8vQm85McyCRY8,https://ipfs.io/ipfs/Qmb58kCW2EeoNfuAm3XdkEQGmq2i2uJAtGV4q1Aion6sei,Emperor's Gold,None,Elm,Fall Simple,None,0,kerria,day
85,4186,Bonsai #4186,https://ipfs.io/ipfs/QmfA2MwpY8PtrDTuk8mG2DguQTuoAYg89qTdwhRgAr869d,https://ipfs.io/ipfs/QmdMdoadGEk8EeYfkY2xBvFzCiyJGa5bVcZpWFWvK3hjsm,Modern Ash,None,Golden,Fall Simple,None,0,kerria,night
86,4187,Bonsai #4187,https://ipfs.io/ipfs/QmR3BqiDTWSytb3nFfAYSjo5WLa4fCw9MjXCsr7QyCoJBV,https://ipfs.io/ipfs/QmPFDHLsnP6jNjANSowxi7Zr2KkyxoiW3iakNQahM77ghc,Red Terra Cotta,Magpie,Wenge,Red Maple,Yakisugi Apple,13,rock,day
87,4188,Bonsai #4188,https://ipfs.io/ipfs/QmaPgUkNRv1FEoRn1JusosSemx1XFx3JjVcxjmXmVSdqrk,https://ipfs.io/ipfs/QmPq611gSrujVLy9VvGT6oJMrCuPfxDmJTiAoSWsKgzQFA,Sunrise Clay,Magpie,Yakisugi,Summer Elm,None,0,None,night
88,4189,Bonsai #4189,https://ipfs.io/ipfs/Qmc12jRRyJTjQTCLiFr51uKi6xsjYPw5u1vB3hDYn5KuBU,https://ipfs.io/ipfs/QmfHXhj14WUgSdzf8shbHpbiHCnSmTYeX8Ch7vVfgzyEQ7,Sunrise Clay,None,Wenge,Momo Maple,None,0,rock,night
89,4190,Bonsai #4190,https://ipfs.io/ipfs/QmcQ3zGvr7DogjYYbXUriYJeU7Fs8MZwf4oJqynDB5Nt19,https://ipfs.io/ipfs/QmbRkerh7VQugTd8xGABNFCWEtevrLrGM2KNYUjKm7Hnpf,Yellow Plastic,None,Cedar,Summer Elm,Old Seed,11,None,night
90,4191,Bonsai #4191,https://ipfs.io/ipfs/QmREtUYRH4hFWBA8UbUorSvaKCPWpHUpXpcR41FJqH1Jf4,https://ipfs.io/ipfs/QmSA21PMFDuv2L8rzcuZCefNSkVWrKppeLDH5UBRwdth4n,Green Plastic,None,Ancient,Summer Elm,None,0,grass,day
91,4192,Bonsai #4192,https://ipfs.io/ipfs/QmPa6RXRLQNqFcjSCTGq3Q8y9XpwYmUbMpAtGTs8QvuF2Y,https://ipfs.io/ipfs/QmdhQC156wGNvUvBtk149x3MhbF9YcbbLXox7SEAcZ97zL,Emperor's Heirloom,Golden Mantis,Elm,Summer Simple,None,0,grass,night
92,4193,Bonsai #4193,https://ipfs.io/ipfs/QmXAPY3hKCaagPQgQUEAWYDUJZkeXErgLeQk3Yz5M2XL8p,https://ipfs.io/ipfs/QmVBH5b835dvppMkF2ZdvdTi3enT4FbV9RnvB3XqUKYW4x,Red Terra Cotta,Robin,Wenge,Yakisugi Maple,Cherry,14,None,night
93,4194,Bonsai #4194,https://ipfs.io/ipfs/QmRoXQogJj6RbhrzSgvAUwE6ASVFNP68xQNBWgejzQzn5S,https://ipfs.io/ipfs/QmfPT5SjYfzHzX91hawMgQpWd6g41dTja4p4n9Y4oc1duv,Modern Ash,Magpie,Elm,Summer Simple,None,0,None,night
94,4195,Bonsai #4195,https://ipfs.io/ipfs/QmZEy2rwgCGe3vxvbZpQoPErbUuNchqfbDfpqWzDxpZ8nk,https://ipfs.io/ipfs/QmbhstjJHD1isYPBecoFpcgoYeD3K4ECJ6F4o4PLbLCTkN,White Porcelain,Robin,Elm,Sakura,Orin Apple,6,rock,day
95,4196,Bonsai #4196,https://ipfs.io/ipfs/QmTcsMd9sxpiGUEDRsWiHFYqQoQ9ij944mPmBrmxAxDYTc,https://ipfs.io/ipfs/QmdL1g4KkCDkAbXPcL2CrkVqtD6vknWj2fF6AQh8FWP5WY,Red Terra Cotta,Mantis,Birch,Momo Maple,Peach,12,None,night
96,4197,Bonsai #4197,https://ipfs.io/ipfs/QmNaZqELdbyTZvg42dSG4CYdiXBbYoqFNjnAHywke7KuFJ,https://ipfs.io/ipfs/QmdjaTMRuugf6En6TeuZdwdJzPZNkPjA8WsA2RBV3ADuem,Green Plastic,Mantis,Wenge,Sakura,None,0,None,day
97,4198,Bonsai #4198,https://ipfs.io/ipfs/QmR2tGnWPH6ZPa8tFFyYq9CjCM29mU162N6arXmBDXGYcW,https://ipfs.io/ipfs/QmcYJ1tYBywipqUEd31MnzMpPpcG6JuDHNiohP4kbFrva9,Red Terra Cotta,Magpie,Wenge,Winter Elm,Cherry,8,kerria,day
98,4199,Bonsai #4199,https://ipfs.io/ipfs/QmSPsieru3D3tCCqKGLfPBELcmtx5Yz3qZhypPHqx7zVt8,https://ipfs.io/ipfs/QmTkKN7zNydAN29uBdaF97eqCrc97s5reiiV1HvLspW5Sj,Modern White,Bamboo,Yakisugi,Yakisugi Maple,None,0,None,day
99,4200,Bonsai #4200,https://ipfs.io/ipfs/QmZauQvGexNmSqNWudsSaSYDoSMnixvqtyePnjHdR456i7,https://ipfs.io/ipfs/QmW37E9d9WsounH75A5HjvbLy8SyY1fUqtyX1M1YE2rW1v,Emperor's Gold,Golden Mantis,Cedar,Yakisugi Maple,Ancient Apple,10,rock,day
0,4201,Bonsai #4201,https://ipfs.io/ipfs/QmVYVUz5M5MuhwoarxbqcL4DmmwxRzxqCa2PsMi3F2iFJV,https://ipfs.io/ipfs/QmSz9S4EUyRioBQWyck8Zq32xW1LQkPguToYXFvaucCrp3,White Porcelain,None,Wenge,Fall Simple,Young Seed,17,None,night
1,4202,Bonsai #4202,https://ipfs.io/ipfs/QmU3aqVBoT6CgDX6GPhtLr8xugazw4d7sVA7Q9BxYHnKVd,https://ipfs.io/ipfs/QmYxEUJtgu9AqKpEU2pJzt7s59Q82LdQWwHuWCBUQquUQc,Green Plastic,ElderCrystal Mantis,Elder,Yakisugi Maple,Lime,16,grass,night
2,4203,Bonsai #4203,https://ipfs.io/ipfs/QmQUt84iGHHD8KMmyM4Hpd1yecYRmk1e7qgXBBqg29QUFP,https://ipfs.io/ipfs/QmbKrxgU46czsQ8Voans59bpVCmpTcXxtgrFEb8WowgW1h,Green Plastic,None,Elm,Summer Elm,None,0,rock,night
3,4204,Bonsai #4204,https://ipfs.io/ipfs/QmbHKrYTFbxvxfTVzPNZZ4eijduBchRjMAVYp61A7UaHpo,https://ipfs.io/ipfs/QmZEnhFRmQYh2PKp52gKrchzgwue2rsWunbou7DCNuLAzr,Red Terra Cotta,Robin,Elder,Yakisugi Maple,Lemon,20,None,night
4,4205,Bonsai #4205,https://ipfs.io/ipfs/QmczjY75CyZZ44rcbvCF1kvtHnCBbjGPLWZk1JVMcEWEg1,https://ipfs.io/ipfs/QmbiGSeoz4BnDDDRg3Px9TCnAGbRqV7ukDvap6sWnDiB6o,Midnight Clay,Bamboo,Birch,Yakisugi Maple,None,0,None,night
5,4206,Bonsai #4206,https://ipfs.io/ipfs/QmSnLDRBEtCZQDYUPXxAnngb5h6ExCijWqUmBTqDgkdjQb,https://ipfs.io/ipfs/QmRN5fV4pUNHN349WbNfPWMtUndXy3NEMCVyiWB94DSyQv,Blue Plastic,Bamboo,Cedar,Winter Elm,Old Seed,11,hydrangea,day
6,4207,Bonsai #4207,https://ipfs.io/ipfs/QmNntZnUQkpwHNCSmdv8Mfh94YC8HmkgYuJi827ZktkEQ7,https://ipfs.io/ipfs/QmYah9sK5oTQ2x2FXCPvGLvciXoAaZhww9gdiV6NB12cNi,Green Plastic,Mantis,Birch,Yakisugi Maple,Lime,15,kerria,day
7,4208,Bonsai #4208,https://ipfs.io/ipfs/QmZC1P9hYUjNoPJDjXNH5uk1hk4iDrJxULKmqMhk2e3Juv,https://ipfs.io/ipfs/QmSTVinppTKbwDVrua7Tf3TSQuyssNwU5uPiTac2xXSMbG,Sunset Clay,Bamboo,Wenge,Summer Simple,Lime,19,grass,night
8,4209,Bonsai #4209,https://ipfs.io/ipfs/QmPVpdDWiAAjaxKWduU68TpZVsQc7Q4erXtNfAkZfSjRGm,https://ipfs.io/ipfs/QmaXqHHqgBcsvyUZe1W3LmKkML5Ugd8LFw9xFG4tgC3sbz,Midnight Clay,Bamboo,Cedar,Momo Maple,Lemon,12,None,day
9,4210,Bonsai #4210,https://ipfs.io/ipfs/QmZngs1oTq8PqQDea4ZYtJn42ZVRkzr6XhcYeuMF3iuLev,https://ipfs.io/ipfs/QmdMzuk55LCWYg95exmCTVgBZKz488aoXBVfAqY11rxLng,Red Plastic,Robin,Elm,Summer Elm,Cherry,19,None,day
10,4211,Bonsai #4211,https://ipfs.io/ipfs/Qmc8pKH6K8c3obFJMCMwNzTNb4zb3hmsjWHkgdb4qf17m1,https://ipfs.io/ipfs/QmRGFoNjkr65CXbTw6Z3XFQ5NUGrL1Mtna6auZSCqkHbN3,Red Terra Cotta,None,Cedar,Ancient Sakura,Yakisugi Apple,15,rock,day
11,4212,Bonsai #4212,https://ipfs.io/ipfs/QmNrQbZqB8VspgeXxhLTKtvRh64qLGS7v82W6SZ2KDVUtV,https://ipfs.io/ipfs/QmWYUP6gVzCTGckonSRP11oRvKqEHzLdEpXYDCBinQameT,Red Terra Cotta,None,Elm,Summer Elm,Cherry,12,None,night
12,4213,Bonsai #4213,https://ipfs.io/ipfs/QmepzZmKsRkLs7cnHf43Pg8ZKDmiTjE3jrnrzco1Gp9aut,https://ipfs.io/ipfs/QmNvGxYxs8CLUi8WXenH6x8okXsJ2yLFpqQm317193CKBq,Yellow Plastic,None,Elm,Sakura,Lime,13,grass,day
13,4214,Bonsai #4214,https://ipfs.io/ipfs/QmPb58C7t5uhNNxQhayyMYsQYiRXAnra6UTZXrWqPXv4it,https://ipfs.io/ipfs/QmXmW8i4GbFS1EEckxrRAyW1o65vuT9o4JP9LDmzp98JBm,Yellow Plastic,Bamboo,Wenge,Fall Simple,None,0,rock,night
14,4215,Bonsai #4215,https://ipfs.io/ipfs/Qma1ziZJtatAErahsVz5y6c7pTsSS6wVPfSV8ygpRJprPg,https://ipfs.io/ipfs/Qmawykf2yZ3STfYfJduhesDBEsZCkyFtnj3hLzCudr8t1L,Red Terra Cotta,Mantis,Cedar,Summer Simple,None,0,grass,night
15,4216,Bonsai #4216,https://ipfs.io/ipfs/QmeqSwXXFVVLwhJFJh3Qm8nfcEEj6F8SJ1SExMFQr25ifP,https://ipfs.io/ipfs/QmZKvheE3yZRcCJLJXE9QnnRMpv6fQTPzHtCW21KLnLbBW,Red Terra Cotta,Bamboo,Elm,Summer Simple,Lemon,10,None,day
